legal_entity_name,legal_entity_edrpou,division_name,residence_settlement_koatuu,division_residence_addresses,division_decl_sum,nszu_geocoding_google_api_lat,nszu_geocoding_google_api_lng
МАВРОДІЙ-БРУСОВА ОЛЬГА ВОЛОДИМИРІВНА,----------,"Фонтанская дорога, 49",5110100000.0,"ОДЕСЬКА область, місто ОДЕСА, вулиця Фонтанська дорога, 49",5.0,46.4320701,30.749544899999997
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВЕЛИКОБУРЛУЦЬКОЇ РАЙОННОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ ""ВЕЛИКОБУРЛУЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38580081,АЗПСМ смт.Приколотне,6321455600.0,"ХАРКІВСЬКА область, ВЕЛИКОБУРЛУЦЬКИЙ район, смт. ПРИКОЛОТНЕ, вулиця Шевченка, 1",115.0,50.160462,37.337546
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВЕЛИКОБУРЛУЦЬКОЇ РАЙОННОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ ""ВЕЛИКОБУРЛУЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38580081,АЗПСМ с.Шипувате,6321486006.0,"ХАРКІВСЬКА область, ВЕЛИКОБУРЛУЦЬКИЙ район, селище ШИПУВАТЕ, вулиця Центральна, 16",93.0,49.935603,37.412743
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ВЕЛИКОБУРЛУЦЬКОЇ РАЙОННОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ ""ВЕЛИКОБУРЛУЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38580081,АЗПСМ смт.Великий Бурлук,6321455100.0,"ХАРКІВСЬКА область, ВЕЛИКОБУРЛУЦЬКИЙ район, смт. ВЕЛИКИЙ БУРЛУК, вулиця Виноградна, 2",930.0,50.057339,37.3840098
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М.ПАВЛОГРАДА"" ПАВЛОГРАДСЬКОЇ МІСЬКОЇ РАДИ",37735597,Амбулаторія загальної практики сімейної медицини № 5,1212400000.0,"ДНІПРОПЕТРОВСЬКА область, місто ПАВЛОГРАД, вулиця Днiпровська, 585",4396.0,48.4995274,35.9477994
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М.ПАВЛОГРАДА"" ПАВЛОГРАДСЬКОЇ МІСЬКОЇ РАДИ",37735597,Амбулаторія загальної практики сімейної медицини № 1,1212400000.0,"ДНІПРОПЕТРОВСЬКА область, місто ПАВЛОГРАД, вулиця Соборна, 115",3269.0,48.532079700000004,35.8652991
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М.ПАВЛОГРАДА"" ПАВЛОГРАДСЬКОЇ МІСЬКОЇ РАДИ",37735597,Амбулаторія загальної практики сімейної медицини № 7,1212400000.0,"ДНІПРОПЕТРОВСЬКА область, місто ПАВЛОГРАД, вулиця Нова, 1а",1255.0,48.4940773,35.9424641
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М.ПАВЛОГРАДА"" ПАВЛОГРАДСЬКОЇ МІСЬКОЇ РАДИ",37735597,Амбулаторія загальної практики сімейної медицини №3,1212400000.0,"ДНІПРОПЕТРОВСЬКА область, місто ПАВЛОГРАД, вулиця Соборна, 115",2867.0,48.5319797,35.865199100000005
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М.ПАВЛОГРАДА"" ПАВЛОГРАДСЬКОЇ МІСЬКОЇ РАДИ",37735597,Амбулаторія загальної практики сімейної медицини № 8,1212400000.0,"ДНІПРОПЕТРОВСЬКА область, місто ПАВЛОГРАД, вулиця Нова, 1а",3530.0,48.4940773,35.9424641
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М.ПАВЛОГРАДА"" ПАВЛОГРАДСЬКОЇ МІСЬКОЇ РАДИ",37735597,Амбулаторія загальної практики сімейної медицини № 6,1212400000.0,"ДНІПРОПЕТРОВСЬКА область, місто ПАВЛОГРАД, вулиця Днiпровська, 348",4.0,48.510748,35.8955907
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М.ПАВЛОГРАДА"" ПАВЛОГРАДСЬКОЇ МІСЬКОЇ РАДИ",37735597,Амбулаторія загальної практики сімейної медицини № 9,1212400000.0,"ДНІПРОПЕТРОВСЬКА область, місто ПАВЛОГРАД, вулиця Ігоря Плосконоса, 1",1768.0,48.52944779999999,35.903257399999994
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М.ПАВЛОГРАДА"" ПАВЛОГРАДСЬКОЇ МІСЬКОЇ РАДИ",37735597,Амбулаторія загальної практики сімейної медицини № 4,1212400000.0,"ДНІПРОПЕТРОВСЬКА область, місто ПАВЛОГРАД, вулиця Челюскінців, 23а",2435.0,48.5275891,35.841719700000006
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М.ПАВЛОГРАДА"" ПАВЛОГРАДСЬКОЇ МІСЬКОЇ РАДИ",37735597,Амбулаторія загальної практики сімейної медицини № 2,1212400000.0,"ДНІПРОПЕТРОВСЬКА область, місто ПАВЛОГРАД, вулиця Соборна, 115",3071.0,48.5319797,35.865199100000005
"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги"" Аулівської селищної ради",42272935,АЗПСМ Аулівської селищної ради,1222055300.0,"ДНІПРОПЕТРОВСЬКА область, КРИНИЧАНСЬКИЙ район, смт. АУЛИ, вулиця Івана Сірка, 1",480.0,48.5518348,34.4619999
ГАЛ МИКОЛА ЕМЕРІХОВИЧ,----------,ФОП ГАЛ МИКОЛА ЕМЕРІХОВИЧ,2124481601.0,"ЗАКАРПАТСЬКА область, ТЯЧІВСЬКИЙ район, село ГЛИБОКИЙ ПОТІК, вулиця Центральна, 85",27.0,48.0578596,23.8982901
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДИЧНИЙ ЦЕНТР ""ЗДРАВИЦЯ""",42521315,поліклінічне відділення,5910100000.0,"СУМСЬКА область, місто СУМИ, провулок Академічний , 9",220.0,50.9046994,34.796020500000004
СОБЧУК НІНА МИКОЛАЇВНА,----------,Уладівка,522487001.0,"ВІННИЦЬКА область, ЛІТИНСЬКИЙ район, село УЛАДІВКА, вулиця Миру, 3",19.0,49.4996345,28.2276245
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА СТУДЕНТСЬКА ЛІКАРНЯ"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ",02003646,Центр первинної медико-санітарної допомоги,6310100000.0,"ХАРКІВСЬКА область, місто ХАРКІВ, вулиця Дарвіна, 8/10",50606.0,49.892598299999996,36.4463848
Комунальне некомерційне підприємство 'Центр первинної медико - санітарної допомоги Ширяївського району',38477077,Амбулаторія загальної практики - сімейної медицини смт.Ширяєве,5125455100.0,"ОДЕСЬКА область, ШИРЯЇВСЬКИЙ район, смт. ШИРЯЄВЕ, вулиця Грушевського, 94",2160.0,47.3754941,30.1958353
Комунальне некомерційне підприємство 'Центр первинної медико-санітарної допомоги Березанської міської ради',42241755,Лехнівська медична амбулаторія загальної практики-сімейної медицини,3220283001.0,"КИЇВСЬКА область, БАРИШІВСЬКИЙ район, село ЛЕХНІВКА, бульвар Центральний, 14г",91.0,50.3832242,31.544288399999996
Комунальне некомерційне підприємство 'Центр первинної медико-санітарної допомоги Березанської міської ради',42241755,Садівська медична амбулаторія загальної практики-сімейної медицини,3220286601.0,"КИЇВСЬКА область, БАРИШІВСЬКИЙ район, село САДОВЕ, вулиця Першотравнева, 3а",143.0,50.343125,31.5442668
Комунальне некомерційне підприємство 'Центр первинної медико-санітарної допомоги Березанської міської ради',42241755,Амбулаторія загальної практики,3210400000.0,"КИЇВСЬКА область, місто БЕРЕЗАНЬ, вулиця Михайлівська, 50",4613.0,50.317966399999996,31.4552683
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ХЕЛСІ ЕНД ХЕПІ""",35725498,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ХЕЛСІ ЕНД ХЕПІ"" ЛДЦ",8000000000.0,"М.КИЇВ, ГОЛОСІЇВСЬКИЙ район, місто КИЇВ, вулиця Саксаганського, 39А",89.0,50.4357098,30.512004200000003
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ХЕЛСІ ЕНД ХЕПІ""",35725498,"ТОВАРИСТВО З ОБМЕЖЕНЮ ВІДПОВІДАЛЬНІСТЮ ""ХЕЛСІ ЕНД ХЕПІ"" ВМП №3",8000000000.0,"М.КИЇВ, ДАРНИЦЬКИЙ район, місто КИЇВ, вулиця Драгоманова, 1Н",364.0,50.416419,30.636722999999996
"Комунальне некомерційне підприємство ""Смілянський районний центр первинної медико-санітарної допомоги"" Смілянської районної ради Черкаської області",39011491,Ташлицька амбулаторія загальної практики сімейної медицини,7123789001.0,"ЧЕРКАСЬКА область, СМІЛЯНСЬКИЙ район, село ТАШЛИК, вулиця Графа Бобринського, 23",48.0,49.0703859,31.740528100000002
"Комунальне некомерційне підприємство ""Смілянський районний центр первинної медико-санітарної допомоги"" Смілянської районної ради Черкаської області",39011491,Смілянська амбулаторія загальної практики сімейної медицини,7110500000.0,"ЧЕРКАСЬКА область, місто СМІЛА, вулиця Т.Шевченко, 1",3099.0,49.2045028,31.8854349
"Комунальне некомерційне підприємство ""Смілянський районний центр первинної медико-санітарної допомоги"" Смілянської районної ради Черкаської області",39011491,Холоднянська амбулаторія загальної практики сімейної медицини,7123784504.0,"ЧЕРКАСЬКА область, СМІЛЯНСЬКИЙ район, селище ХОЛОДНЯНСЬКЕ, вулиця Докучаєва, 21а",148.0,49.188819200000005,31.871165100000002
"Комунальне некомерційне підприємство ""Смілянський районний центр первинної медико-санітарної допомоги"" Смілянської районної ради Черкаської області",39011491,Балаклеївська амбулаторія загальної практики сімейної медицини,7123780501.0,"ЧЕРКАСЬКА область, СМІЛЯНСЬКИЙ район, село БАЛАКЛЕЯ, вулиця Філатова, 7",747.0,49.19833010000001,31.874948
"Комунальне некомерційне підприємство ""Смілянський районний центр первинної медико-санітарної допомоги"" Смілянської районної ради Черкаської області",39011491,Ротмістрівська амбулаторія загальної практики сімейної медицини,7123787201.0,"ЧЕРКАСЬКА область, СМІЛЯНСЬКИЙ район, село РОТМІСТРІВКА, вулиця Стельмащука, 2",82.0,49.152148499999996,31.720956899999997
"Комунальне некомерційне підприємство ""Смілянський районний центр первинної медико-санітарної допомоги"" Смілянської районної ради Черкаської області",39011491,Сунківська амбулаторія загальної практики сімейної медицини,7123788501.0,"ЧЕРКАСЬКА область, СМІЛЯНСЬКИЙ район, село СУНКИ, вулиця Гетьманська, 10",74.0,49.2223864,32.0048518
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ХРИСТИНІВСЬКОГО РАЙОНУ",39028882,амбулаторія загальної практики сімейної медицини села Велика Севастянівка,7124681001.0,"ЧЕРКАСЬКА область, ХРИСТИНІВСЬКИЙ район, село ВЕЛИКА СЕВАСТЯНІВКА, вулиця Драченка, 193",72.0,48.8830719,29.771649800000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ХРИСТИНІВСЬКОГО РАЙОНУ",39028882,амбулаторія загальної практики сімейної медицини міста Христинівка № 2,7124610100.0,"ЧЕРКАСЬКА область, ХРИСТИНІВСЬКИЙ район, місто ХРИСТИНІВКА, вулиця Н. Терещенка, 3",809.0,48.8212315,29.978469099999998
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ХРИСТИНІВСЬКОГО РАЙОНУ",39028882,амбулаторія загальної практики сімейної медицини села Кузьмина Гребля,7124683001.0,"ЧЕРКАСЬКА область, ХРИСТИНІВСЬКИЙ район, село КУЗЬМИНА ГРЕБЛЯ, вулиця Шкільна, 1 а",164.0,48.6737472,30.0420272
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ХРИСТИНІВСЬКОГО РАЙОНУ",39028882,амбулаторія загальної практики сімейної медицини села Заячківка,7124682001.0,"ЧЕРКАСЬКА область, ХРИСТИНІВСЬКИЙ район, село ЗАЯЧКІВКА, вулиця Дружби, 35",162.0,48.816533500000006,29.980845199999997
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ХРИСТИНІВСЬКОГО РАЙОНУ",39028882,амбулаторія загальної практики сімейної медицини міста Христинівка № 1,7124610100.0,"ЧЕРКАСЬКА область, ХРИСТИНІВСЬКИЙ район, місто ХРИСТИНІВКА, вулиця Богдана Хмельницького, 2",1715.0,48.8004433,29.979838300000004
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ХРИСТИНІВСЬКОГО РАЙОНУ",39028882,амбулаторія загальної практики сімейної медицини села міського типу Верхнячка,7124655300.0,"ЧЕРКАСЬКА область, ХРИСТИНІВСЬКИЙ район, смт. ВЕРХНЯЧКА, вулиця Шкільна, 36 а",737.0,48.829579200000005,30.036823100000003
СЕРЕДИЧ ЛІЛІЯ ПЕТРІВНА,----------,МініПоліКлініка,4610100000.0,"ЛЬВІВСЬКА область, місто ЛЬВІВ, вулиця Пасічна, 27",388.0,49.8204673,24.075828
СЕРЕДИЧ ЛІЛІЯ ПЕТРІВНА,----------,МініПоліКлініка -Винники,4610160300.0,"ЛЬВІВСЬКА область, місто ВИННИКИ, вулиця Ринок, 1",233.0,49.8142044,24.1344032
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПОКРОВСЬКОЇ МІСЬКОЇ РАДИ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ""",37691403,Амбулаторія загальної практики сімейної медицини №4,1212100000.0,"ДНІПРОПЕТРОВСЬКА область, місто ПОКРОВ, вулиця Медична, 19",2849.0,47.6588136,34.110012899999994
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПОКРОВСЬКОЇ МІСЬКОЇ РАДИ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ""",37691403,Амбулаторія загальної практики сімейної медицини №1,1212100000.0,"ДНІПРОПЕТРОВСЬКА область, місто ПОКРОВ, вулиця Київська, 9",940.0,47.636456,34.0727419
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПОКРОВСЬКОЇ МІСЬКОЇ РАДИ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ""",37691403,Амбулаторія загальної практики сімейної медицини №5,1212100000.0,"ДНІПРОПЕТРОВСЬКА область, місто ПОКРОВ, вулиця Медична, 19",1345.0,47.6589136,34.1101129
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПОКРОВСЬКОЇ МІСЬКОЇ РАДИ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ""",37691403,Амбулаторія загальної практики сімейної медицини №2,1212100000.0,"ДНІПРОПЕТРОВСЬКА область, місто ПОКРОВ, вулиця Л. Чайкіної, 26",54.0,47.6493914,34.1260672
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ТЕТЕРІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ЖИТОМИРСЬКОГО РАЙОНУ ЖИТОМИРСЬКОЇ ОБЛАСТІ",40393782,АЗПСМ с. Дениші Житомирського району,1822082201.0,"ЖИТОМИРСЬКА область, ЖИТОМИРСЬКИЙ район, село ДЕНИШІ, вулиця Вишнева, 3",119.0,50.214592700000004,28.4037924
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ТЕТЕРІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ЖИТОМИРСЬКОГО РАЙОНУ ЖИТОМИРСЬКОЇ ОБЛАСТІ",40393782,АЗПСМ с. Тетерівка Житомирського району,1822087201.0,"ЖИТОМИРСЬКА область, ЖИТОМИРСЬКИЙ район, село ТЕТЕРІВКА, вулиця ШЕВЧЕНКА, 42",217.0,50.2534849,28.6860761
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛАЙФ КЛІНІК""",42089023,Лайф Клінік,5610100000.0,"РІВНЕНСЬКА область, місто РІВНЕ, вулиця Симона Петлюри, 35",232.0,50.6246649,26.2503104
Комунальне некомерційне підприємство 'Центр первинної медико-санітарної допомоги 'Північний' Рівненської міської ради,33982708,"Амбулаторія загальної практики сімейної медицини №2 КНП ""Центр ПМСД ""Північний"" РМР",5610100000.0,"РІВНЕНСЬКА область, місто РІВНЕ, вулиця Фабрична, 10",5541.0,50.6426687,26.275905199999997
Комунальне некомерційне підприємство 'Центр первинної медико-санітарної допомоги 'Північний' Рівненської міської ради,33982708,"Амбулаторія загальної практики сімейної медицини №4 КНП ""Центр ПМСД ""Північний "" РМР",5610100000.0,"РІВНЕНСЬКА область, місто РІВНЕ, вулиця Академіка Грушевського, 11",3748.0,50.6266716,26.2717539
Комунальне некомерційне підприємство 'Центр первинної медико-санітарної допомоги 'Північний' Рівненської міської ради,33982708,"Амбулаторія загальної практики сімейної медицини №3 КНП ""Центр ПМСД ""Північний"" РМР",5610100000.0,"РІВНЕНСЬКА область, місто РІВНЕ, вулиця Академіка Грушевського, 11",3052.0,50.626771600000005,26.2718539
Комунальне некомерційне підприємство 'Центр первинної медико-санітарної допомоги 'Північний' Рівненської міської ради,33982708,"Амбулаторія загальної практики сімейної медицини №1 КНП ""Центр ПМСД ""Північний"" РМР",5610100000.0,"РІВНЕНСЬКА область, місто РІВНЕ, вулиця Фабрична, 10",6427.0,50.642768700000005,26.276005199999997
Комунальне некомерційне підприємство 'Високівська сільська лікарська амбулаторія загальної практики сімейної медицини' Високівської сільської ради Черняхівського району Житомирської області,36907949,"КНП ""Високівська сільська лікарська амбулаторія загальної практики сімейної медицини""",1825682001.0,"ЖИТОМИРСЬКА область, ЧЕРНЯХІВСЬКИЙ район, село ВИСОКЕ, вулиця чеська, 34",121.0,50.4022029,28.8085771
ВЕЛІАНІ НІНО СЕРГІЇВНА,----------,ФОП Веліані Ніно Сергіївна,6810400000.0,"ХМЕЛЬНИЦЬКА область, місто КАМ'ЯНЕЦЬ-ПОДІЛЬСЬКИЙ, вулиця Матросова, 17",44.0,48.672689500000004,26.606629100000003
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" АВДІЇВСЬКОЇ МІСЬКОЇ РАДИ",37990714,"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги"" Авдіївської міської ради",1410200000.0,"ДОНЕЦЬКА область, місто АВДІЇВКА, вулиця Комунальна, 16",2346.0,48.133705400000004,37.7376929
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БОМЕД""",41521487,Відділення педіатрії МЦ БоМед,6810100000.0,"ХМЕЛЬНИЦЬКА область, місто ХМЕЛЬНИЦЬКИЙ, вулиця Зарічанська, 11Е",236.0,49.4347737,26.990003499999997
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""БОМЕД""",41521487,Відділення сімейної медицини МЦ БоМед,6810100000.0,"ХМЕЛЬНИЦЬКА область, місто ХМЕЛЬНИЦЬКИЙ, вулиця Зарічанська, 11Е",217.0,49.434873700000004,26.990103499999996
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ЛАДИЖИНСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЛАДИЖИНСЬКОЇ МІСЬКОЇ РАДИ",41758264,"Комунальне підприємство "" Ладижинський міський центр первинної медико-санітарної допомоги"" Ладижинської міської ради. Амбулаторія ЗП- СМ №1",510600000.0,"ВІННИЦЬКА область, місто ЛАДИЖИН, вулиця Ентузіастів, 24",3379.0,48.6791311,29.227625699999997
"Товариство з обмеженою відповідальністю ""Медичний центр імені академіка Юрія Прокоповича Спіженка""",36148117,консультативне відділення,3222484403.0,"КИЇВСЬКА область, КИЄВО-СВЯТОШИНСЬКИЙ район, село КАПІТАНІВКА, вулиця Соборна, 21",15.0,50.4434695,30.187746100000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЧОПСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""ЧОПСЬКОЇ МІСЬКОЇ РАДИ ЗАКАРПАТСЬКОЇ ОБЛАСТІ",41830701,"Комунальне некомерційне підприємство ""Чопський центр первинної медико-санітарної допомоги"" Чопської міської ради Закарпатської області",2111000000.0,"ЗАКАРПАТСЬКА область, місто ЧОП, вулиця Молодіжна, 12",1314.0,48.4307873,22.2011063
ПЛИС ПЕТРО ІВАНОВИЧ,----------,Педіатрія,5310700000.0,"ПОЛТАВСЬКА область, місто ЛУБНИ, вулиця Владислава Бєлоруса, 27",447.0,50.0148588,32.9982855
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МАРГАНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37643585,"Амбулаторія ЗПСМ № 4 (філія) м. Марганець (КНП ""Марганецький ЦПМСД"")",1211300000.0,"ДНІПРОПЕТРОВСЬКА область, місто МАРГАНЕЦЬ, вулиця Єдності, 170",82.0,47.648923700000005,34.610519700000005
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МАРГАНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37643585,"Амбулаторія ЗПСМ №1 м. Марганець (КНП ""Марганецький ЦПМСД"")",1211300000.0,"ДНІПРОПЕТРОВСЬКА область, місто МАРГАНЕЦЬ, вулиця Паркова, 15",308.0,47.64319570000001,34.66047929999999
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МАРГАНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37643585,"Амбулаторія ЗПСМ № 3 м. Марганець (КНП ""Марганецький ЦПМСД"")",1211300000.0,"ДНІПРОПЕТРОВСЬКА область, місто МАРГАНЕЦЬ, вулиця Паркова, 15",358.0,47.6430957,34.660379299999995
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МАРГАНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37643585,"Амбулаторія ЗПСМ № 4 м. Марганець (КНП ""Марганецький ЦПМСД"")",1211300000.0,"ДНІПРОПЕТРОВСЬКА область, місто МАРГАНЕЦЬ, вулиця Лермонтова, 27а",195.0,47.649345399999994,34.646857700000005
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МАРГАНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37643585,"Амбулаторія ЗПСМ № 5 м. Марганець (КМП ""Марганецький ЦПМСД"")",1211300000.0,"ДНІПРОПЕТРОВСЬКА область, місто МАРГАНЕЦЬ, вулиця Північний квартал, 1",302.0,47.6382952,34.627748499999996
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МАРГАНЕЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",37643585,"Амбулаторія ЗПСМ №2 м. Марганець (КНП ""Марганецький ЦПМСД"")",1211300000.0,"ДНІПРОПЕТРОВСЬКА область, місто МАРГАНЕЦЬ, вулиця Фабрична, 1",178.0,47.658024700000006,34.588444200000005
М'ЯГКОВ ВАДИМ ОЛЕКСАНДРОВИЧ,----------,ФОП М'ягков Вадим Олександрович,5110100000.0,"ОДЕСЬКА область, місто ОДЕСА, вулиця Ільфа та Петрова, 8а",15.0,46.401212799999996,30.7135787
ГРОМ ОЛЕГ МИХАЙЛОВИЧ,----------,ФОП Гром Олег Михайлович,5620480401.0,"РІВНЕНСЬКА область, БЕРЕЗНІВСЬКИЙ район, село БАЛАШІВКА, вулиця Лісна, 22 А",437.0,51.000518299999996,26.9627132
