division_name,division_residence_addresses,division_decl_sum,nszu_geocoding_google_api_lat,nszu_geocoding_google_api_lng
Овлочинська АЗПСМ,"ВОЛИНСЬКА область, ТУРІЙСЬКИЙ район, село ОВЛОЧИН, вулиця Спортивна, 4",14.0,51.2313893,24.3420631
Райгородоцька АЗПСМ,"ЖИТОМИРСЬКА область, БЕРДИЧІВСЬКИЙ район, село РАЙГОРОДОК, вулиця Соборна, 23",2068.0,49.8294256,28.383733799999998
"Амбулаторія ЗПСМ c. Петриківка (КНП ""Петриківський ЦПМСД"")","ДНІПРОПЕТРОВСЬКА область, ПЕТРИКІВСЬКИЙ район, смт. ПЕТРИКІВКА, вулиця Європейська, 3",6454.0,48.729494200000005,34.63240379999999
АЗПСМ с. Пиків,"ВІННИЦЬКА область, КАЛИНІВСЬКИЙ район, село ПИКІВ, вулиця Соборна, 27",1876.0,49.5568938,28.2622376
Амбулаторія загальної практики сімейної медицини с. Полігон,"МИКОЛАЇВСЬКА область, ВІТОВСЬКИЙ район, селище ПОЛІГОН, вулиця 3-я Поперечна, 1А",1647.0,46.964586499999996,32.0429701
Амбулаторія ЗПСМ №2,"ВІННИЦЬКА область, місто ВІННИЦЯ, вулиця Воїнів Інтернаціоналістів, 10",13334.0,49.2292805,28.405680100000005
Амбулаторія загальної практики-сімейної медицини м.Молочанськ,"ЗАПОРІЗЬКА область, ТОКМАЦЬКИЙ район, місто МОЛОЧАНСЬК, вулиця Шевченка, 45",5236.0,47.205757500000004,35.596773
АЗПСМ с.Гельмязів ,"ЧЕРКАСЬКА область, ЗОЛОТОНІСЬКИЙ район, село ГЕЛЬМЯЗІВ, вулиця Центральна, 44",8587.0,49.8234146,31.83685
"Амбулаторія ЗПСМ №10  КНП ""ЦПМСД №1"" Голосіївського району міста Києва","М.КИЇВ, місто КИЇВ, вулиця Матикіна Генерала, 11а",1240.0,50.299440999999995,30.5749
"Сімейне відділення № 4 . КНП ""ДРОГОБИЦЬКА МІСЬКА ПОЛІКЛІНІКА"" ДМР","ЛЬВІВСЬКА область, місто ДРОГОБИЧ, вулиця вулиця Пилипа Орлика, 9",17659.0,49.3620572,23.513636899999998
Кіцманська амбулаторія ЗПСМ,"ЧЕРНІВЕЦЬКА область, КІЦМАНСЬКИЙ район, місто КІЦМАНЬ, вулиця Незалежності, 1",14471.0,48.4413013,25.7704167
Ратнівська АЗПСМ №1,"ВОЛИНСЬКА область, РАТНІВСЬКИЙ район, смт. РАТНЕ, вулиця Газіна, 64",9722.0,51.677256299999996,24.546783899999998
Амбулаторія загальної практики сімейної медицини № 3,"КІРОВОГРАДСЬКА область, місто КРОПИВНИЦЬКИЙ, вулиця Габдрахманова, 5",11216.0,48.504387,32.2476969
Амбулаторія ЗПСМ с. Лоза,"ЗАКАРПАТСЬКА область, ІРШАВСЬКИЙ район, село ЛОЗА, вулиця Центральна, 213-а",1055.0,48.294046,23.0450111
АЗПСМ с. Павлівка,"ВІННИЦЬКА область, КАЛИНІВСЬКИЙ район, село ПАВЛІВКА, вулиця Миру, 209",3563.0,49.4709691,28.505762199999996
Носівська міська лікарська амбулаторія,"ЧЕРНІГІВСЬКА область, НОСІВСЬКИЙ район, місто НОСІВКА, вулиця Центральна, 53",11800.0,50.9352683,31.5756083
Вирівська амбулаторія загальної практики-сімейної медицини,"СУМСЬКА область, КОНОТОПСЬКИЙ район, село ВИРІВКА, вулиця Центральна, 25",2124.0,51.2776788,33.140637100000006
Филенківська АЗПСМ,"ПОЛТАВСЬКА область, ЧУТІВСЬКИЙ район, село ФИЛЕНКОВЕ, вулиця Шкільна, 27",1289.0,49.8348696,35.004048299999994
АЗПСМ с.Йосипівка,"ОДЕСЬКА область, ОВІДІОПОЛЬСЬКИЙ район, село ЙОСИПІВКА, вулиця Софіївська , 77",3315.0,46.401369700000004,30.4400853
Чубинська амбулаторія ЗПСМ,"КИЇВСЬКА область, БОРИСПІЛЬСЬКИЙ район, село ЧУБИНСЬКЕ, вулиця Садово-Дачна, 1а",3788.0,50.3864747,30.851568800000003
Амбулаторія загальної практики - сімейної медицини с. Думанів,"ХМЕЛЬНИЦЬКА область, село ДУМАНІВ, вулиця Тараса Шевченка, 9а",1817.0,48.8192369,26.535055
Опарівська амбулаторія загальної практики сімейної медицини,"ЛЬВІВСЬКА область, ДРОГОБИЦЬКИЙ район, село ОПОРИ, вулиця О.Чушака, 31",410.0,49.41630870000001,23.7000414
АЗПСМ с.Петрівка,"ХАРКІВСЬКА область, КРАСНОГРАДСЬКИЙ район, село ПЕТРІВКА, вулиця Миронова, 115",1733.0,49.3875378,35.5930796
Козинська амбулаторія загальної практики-сімейної медицини,"РІВНЕНСЬКА область, РАДИВИЛІВСЬКИЙ район, село КОЗИН, вулиця Берестецька, 86А",3669.0,50.2665682,25.468529999999998
"педіатрія КНП ""Теплодарська центральна міська лікарня""ТМР м.Теплодар","ОДЕСЬКА область, місто ТЕПЛОДАР, вулиця Польова, 2",610.0,46.501032,30.324239000000002
Новоселицька АЗПСМ,"ЗАКАРПАТСЬКА область, ТЯЧІВСЬКИЙ район, село НОВОСЕЛИЦЯ, вулиця Борканюка, 15",2741.0,48.1556221,23.762048899999996
АЗПСМ с.Деньги,"ЧЕРКАСЬКА область, ЗОЛОТОНІСЬКИЙ район, село ДЕНЬГИ, вулиця Центральна, 129",940.0,49.6066808,32.1614961
ФАП с. Петропавлівське,"КИЇВСЬКА область, БОРИСПІЛЬСЬКИЙ район, село ПЕТРОПАВЛІВСЬКЕ, вулиця Яблунева, 14",1.0,50.3716185,30.8416224
"Амбулаторія загальної практики сімейної медицини  с. Демидівка КНП ""Центр ПМСД Решетилівської районної  ради""","ПОЛТАВСЬКА область, РЕШЕТИЛІВСЬКИЙ район, село ДЕМИДІВКА, вулиця Перемоги, 92",1941.0,49.5613118,34.18561679999999
Лікарська амбулаторія с. Новотроїцьке №2,"ДОНЕЦЬКА область, ВОЛНОВАСЬКИЙ район, смт. НОВОТРОЇЦЬКЕ, вулиця Молодіжна, 11",3149.0,47.70885620000001,37.5743744
Станіславська приватна клініка,"ІВАНО-ФРАНКІВСЬКА область, місто ІВАНО-ФРАНКІВСЬК, вулиця Короля Данила, 17 А",181.0,48.9222812,24.6979246
Осокорівська сільська лікарська АЗПСМ,"ХЕРСОНСЬКА область, НОВОВОРОНЦОВСЬКИЙ район, село ОСОКОРІВКА, вулиця Cвободи, 26",652.0,47.189068799999994,33.7798251
Журавська СЛА ЗПСМ,"ЧЕРНІГІВСЬКА область, ВАРВИНСЬКИЙ район, село ЖУРАВКА, вулиця Першотравнева, 6А",2185.0,50.477216799999994,32.5862747
Амбулаторія загальної практики-сімейної медицини № 9,"ДНІПРОПЕТРОВСЬКА область, місто КАМ'ЯНСЬКЕ, вулиця Дальня, 3",5441.0,48.488822,34.6162358
Вороньківська сільська лікарська амбулаторія,"ЧЕРНІГІВСЬКА область, БОБРОВИЦЬКИЙ район, село ВОРОНЬКИ, вулиця Шевченка,, 28",1484.0,50.6853727,31.5904695
Скороходівська АЗПСМ,"ПОЛТАВСЬКА область, ЧУТІВСЬКИЙ район, смт. СКОРОХОДОВЕ, вулиця Софіївська, 27",4183.0,49.7715429,35.0776672
"Амбулаторія загальної практики - сімейної медицини № 2, КНП ""ЦПМСД №2"" Святошинського району м. Києва","М.КИЇВ, місто КИЇВ, вулиця В.Кучера , 5",7154.0,50.419490100000004,30.3866372
Амбулаторія загальної практики сімейної медицини села Бриків,"ТЕРНОПІЛЬСЬКА область, ШУМСЬКИЙ район, село БРИКІВ, вулиця Українська , 1",1710.0,50.120644,26.1149927
Рівчак-Степанівська сільська лікарська амбулаторія ЗПСМ,"ЧЕРНІГІВСЬКА область, НОСІВСЬКИЙ район, село РІВЧАК-СТЕПАНІВКА, вулиця ЦЕНТРАЛЬНА, 3",2660.0,50.780939000000004,31.821202000000003
Амбулаторія загальної практики - сімейної медицини №16,"ЖИТОМИРСЬКА область, місто ЖИТОМИР, вулиця Святослава Ріхтера, 23",6654.0,50.252506700000005,28.6756995
"КНП ""ЦПМСД № 3"" Дарницького р-ну м. Києва Амбулаторія ЗПСМ № 4","М.КИЇВ, місто КИЇВ, вулиця Харківське шосе, 121",5265.0,50.413815500000005,30.665858899999996
Йосипівська АЗПСМ,"ВІННИЦЬКА область, КОЗЯТИНСЬКИЙ район, село ЙОСИПІВКА, вулиця Т. Шевченка, 58",1809.0,49.595148200000004,28.8618266
Недобоївська амбулаторія загальної практики сімейної медицини,"ЧЕРНІВЕЦЬКА область, ХОТИНСЬКИЙ район, село НЕДОБОЇВЦІ, вулиця ГОЛОВНА, 45",2729.0,48.4309762,26.363725399999996
Авратинська АЗПСМ,"ХМЕЛЬНИЦЬКА область, село АВРАТИН, вулиця Центральна, 1 а",1057.0,49.674551,26.3024543
ФОП Лелека Злата Володимирівна,"КИЇВСЬКА область, місто БОРИСПІЛЬ, вулиця Київський шлях, 127-б/1",679.0,50.352408000000004,30.9495647
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МАРІУПОЛЬСЬКОЇ МІСЬКОЇ РАДИ ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №1 М.МАРІУПОЛЯ""   Амбулаторія № 7","ДОНЕЦЬКА область, місто МАРІУПОЛЬ, вулиця Весела, 19",4196.0,47.11678,37.54947
Кодаківська амбулаторія загальної практики - сімейної медицини,"КИЇВСЬКА область, ВАСИЛЬКІВСЬКИЙ район, село КОДАКИ, вулиця Космонавтів, 14",2199.0,50.0973488,30.2466058
Круподеринська амбулаторія ЗПСМ,"ПОЛТАВСЬКА область, ОРЖИЦЬКИЙ район, село КРУПОДЕРИНЦІ, вулиця Центральна, 100",1397.0,49.9172962,32.5001047
Новозбур’ївська лікарська амбулаторія загальної практики - сімейної медицини.,"ХЕРСОНСЬКА область, ГОЛОПРИСТАНСЬКИЙ район, село НОВА ЗБУР'ЇВКА, вулиця Лікарняна, 55",4146.0,46.45337670000001,32.4528904
Амбулаторія загальної практики сімейної медицини №2,"ХМЕЛЬНИЦЬКА область, місто ХМЕЛЬНИЦЬКИЙ, вулиця ПОВСТАНСЬКА, 36",8612.0,49.41003320000001,27.0116118
Амбулаторія загальної практики-сімейної медицини № 2,"ХАРКІВСЬКА область, місто ЛОЗОВА, мікрорайон 4-й Мікрорайон, 25",15992.0,48.874238,36.297872
Розсошенська АЗП-СМ,"ПОЛТАВСЬКА область, ПОЛТАВСЬКИЙ район, село РОЗСОШЕНЦІ, вулиця Геологічна, 11",6349.0,49.5405394,34.5037039
Тіньківська амбулаторія загальної практики сімейної медицини,"ЧЕРКАСЬКА область, ЧИГИРИНСЬКИЙ район, село ТІНЬКИ, вулиця Чигиринська, 20а",34.0,49.190644299999995,32.620673100000005
"Амбулаторія ЗПСМ №4, Філія 1, КНП ""ЦПМСД №2"" Оболонського району м. Києва","М.КИЇВ, місто КИЇВ, вулиця Вишгородська, 54Б",4065.0,50.5180791,30.4517228
Стрюківська АЗПСМ,"ОДЕСЬКА область, МИКОЛАЇВСЬКИЙ район, село СТРЮКОВЕ, вулиця Олега Кошевого , 9",2013.0,47.375559,30.5732218
Сімейна амбулаторія №4,"МИКОЛАЇВСЬКА область, місто МИКОЛАЇВ, вулиця Нікольська, 4б",8514.0,46.9779912,31.981695399999996
Амбулаторія №4,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Перспективна, 35А",4175.0,47.892128,35.166234
Амбулаторія загальної практики сімейної медицини сел.Коваленки,"ХАРКІВСЬКА область, місто ЛЮБОТИН, вулиця Транспортна, 27",182.0,49.9526581,35.88865620000001
Амбулаторія загальної практики - сімейної медицини №11,"М.КИЇВ, місто КИЇВ, вулиця Єреванська, 6",3415.0,50.4333441,30.457839899999996
АЗПСМ с.Велика Рогозянка,"ХАРКІВСЬКА область, ЗОЛОЧІВСЬКИЙ район, село ВЕЛИКА РОГОЗЯНКА, вулиця центральна, 56",1020.0,50.1857019,35.8369472
Амбулаторія загальної практики-сімейної медицини №1,"ХЕРСОНСЬКА область, місто НОВА КАХОВКА, вулиця Героїв України, 33а",17006.0,46.7577401,33.357251
Амбулаторія загальної практики  сімейної медицини с. Левків,"ЖИТОМИРСЬКА область, ЖИТОМИРСЬКИЙ район, село ЛЕВКІВ, вулиця Героїв України, 19",3252.0,50.2423492,28.820082399999997
амбулаторія с. Золотарьово,"ЗАКАРПАТСЬКА область, ХУСТСЬКИЙ район, село ЗОЛОТАРЬОВО, вулиця Центральна, 55 В",2999.0,48.215577,23.4822997
Амбулаторія  загальної практики сімейної медицини,"ЗАПОРІЗЬКА область, МЕЛІТОПОЛЬСЬКИЙ район, смт. МИРНЕ, вулиця Шкільна, 20",2590.0,46.943186600000004,35.4297832
Амбулаторія загальної практики сімейної медицини сел. Караван,"ХАРКІВСЬКА область, місто ЛЮБОТИН, вулиця Заводська, 27/2",196.0,49.951111299999994,35.9407539
Сімейна амбулаторія №1 ЦПМСД №1,"МИКОЛАЇВСЬКА область, місто МИКОЛАЇВ, вулиця Знам'янська, 35",5074.0,46.9155807,32.0773319
амбулаторія загальної практики сімейної медицини №2 ,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Панікахи, 53",14394.0,48.397915999999995,35.027083000000005
"Амбулаторія ""Пересопницька""","РІВНЕНСЬКА область, місто РІВНЕ, вулиця Пересопницька, 168 А",7543.0,50.6227027,26.235142699999997
Дубрівська АЗПСМ,"ЖИТОМИРСЬКА область, БАРАНІВСЬКИЙ район, село ДУБРІВКА, вулиця Адмірала Левченка, 133",3141.0,50.347349200000004,27.411026
"Відокремлений структурний підрозділ № 2  Медичного центру ""Флоріс""","СУМСЬКА область, місто СУМИ, вулиця Івана Сірка, 3",41.0,50.9087855,34.8196313
Лазівська амбулаторія загальної практики сімейної медицини,"ЗАКАРПАТСЬКА область, ТЯЧІВСЬКИЙ район, село ЛАЗИ, вулиця Перемоги, 164",3159.0,48.0545221,23.623662
Амбулаторія смт Новопокровка,"ХАРКІВСЬКА область, ЧУГУЇВСЬКИЙ район, смт. НОВОПОКРОВКА, вулиця Маєвського, 38",4570.0,49.8367472,36.551098700000004
АЗПСМ с.Клекотина,"ВІННИЦЬКА область, ШАРГОРОДСЬКИЙ район, село КЛЕКОТИНА, вулиця Вишнева, 96",3573.0,48.7914889,28.208282300000004
Коломацька АЗПСМ,"ХАРКІВСЬКА область, КОЛОМАЦЬКИЙ район, смт. КОЛОМАК, вулиця Гетьмана І.Мазепи, 9",3343.0,49.840867700000004,35.3145782
Амбулаторія загальної практики - сімейної медицини м. Подільськ,"ОДЕСЬКА область, місто ПОДІЛЬСЬК, проспект Перемоги, 23",28482.0,47.7390464,29.558715600000003
ФОП Туренко Тетяна Володимирівна,"ХАРКІВСЬКА область, місто ЛОЗОВА, вулиця Свято-Миколаївська, 6",1703.0,48.890236200000004,36.308001000000004
Амбулаторія загальної практики - сімейної медицини № 3,"ЖИТОМИРСЬКА область, місто НОВОГРАД-ВОЛИНСЬКИЙ, вулиця Житомирська, 27",4032.0,50.5897061,27.6386043
Амбулаторія загальної практики-сімейної медицини 3,"ДНІПРОПЕТРОВСЬКА область, місто ПЕРШОТРАВЕНСЬК, вулиця Ювілейна, 13",6633.0,48.3461482,36.4007559
Кабінет ПМД № 5,"КИЇВСЬКА область, місто ОБУХІВ, вулиця Київська, 115А",94.0,50.1294625,30.6551505
Амбулаторія загальної практики-сімейної медицини № 1,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, бульвар Шевченка, 25",9073.0,47.846769,35.112451
Амбулаторія ЗПСМ №2,"ПОЛТАВСЬКА область, місто ЛУБНИ, вулиця Льва Толстого, 16/27",6010.0,50.001241,32.9935053
амбулаторія ЗПСМ с.Остки,"РІВНЕНСЬКА область, РОКИТНІВСЬКИЙ район, село ОСТКИ, вулиця 1 Травня, 31",2704.0,51.2637995,27.352307399999997
"Приватне підприємство ""Нейрон""","ХАРКІВСЬКА область, місто ХАРКІВ, вулиця Клочківська, 148а",170.0,50.0136154,36.2182064
"Амбулаторія загальної практики та сімейної медицини ТОВ ""ГІПОКРАТ ЕНТАМ"" у місті Біляївка Біляївського району Одеської області","ОДЕСЬКА область, місто БІЛЯЇВКА, вулиця Отамана Головатого, 343",3157.0,46.5146271,30.722678600000002
Амбулаторія загальної практики-сімейної медицини №1 смт Старий Салтів,"ХАРКІВСЬКА область, ВОВЧАНСЬКИЙ район, смт. СТАРИЙ САЛТІВ, вулиця Перемоги, 14",3744.0,50.075590500000004,36.7936244
АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ РІЗДВА ПРЕСВЯТОЇ БОГОРОДИЦІ,"СУМСЬКА область, СУМСЬКИЙ район, село МИКОЛАЇВКА, вулиця ПРОЛЕТАРСЬКА, 45",1953.0,51.058792,34.6624669
БЕРЕГОМЕТСЬКА АМБУЛАТОРІЯ ЗПСМ,"ЧЕРНІВЕЦЬКА область, ВИЖНИЦЬКИЙ район, смт. БЕРЕГОМЕТ, вулиця ЦЕНТРАЛЬНА, 12",6371.0,48.1773905,25.343622399999997
"Амбулаторія загальної практики - сімейної медицини № 2, КНП ""ЦПМСД №3"" Святошинського району м. Києва","М.КИЇВ, місто КИЇВ, вулиця Рикова, 2",12780.0,50.4351756,30.3852684
Славутська АЗП-СМ №2,"ХМЕЛЬНИЦЬКА область, місто СЛАВУТА, вулиця Я.Мудрого, 29",7437.0,50.29156629999999,26.871078100000002
Відділення сімейної медицини №1,"ЛЬВІВСЬКА область, місто ЛЬВІВ, вулиця Озаркевича, 2",5533.0,49.8390532,24.011148499999997
АЗПСМ Сопів,"ІВАНО-ФРАНКІВСЬКА область, КОЛОМИЙСЬКИЙ район, село СОПІВ, вулиця Шкільна, 48",2173.0,48.5633283,25.177032999999998
Знам’янська Друга селищна амбулаторія загальної практики-сімейної медицини,"КІРОВОГРАДСЬКА область, смт. ЗНАМ'ЯНКА ДРУГА, вулиця Перспективна, 72",2019.0,48.713006,32.5906095
Аджамська лікарська амбулаторія загальної практики сімейної медицини,"КІРОВОГРАДСЬКА область, КІРОВОГРАДСЬКИЙ район, село АДЖАМКА, вулиця Центральна, 64",3764.0,48.5445369,32.5385921
Амбулаторія  №3,"ЧЕРКАСЬКА область, місто УМАНЬ, вулиця Шевченка, 50",12828.0,48.759603600000005,30.2217788
Верхньопокровська сільська лікарська амбулаторія загальної практики – сімейної медицини,"ЛУГАНСЬКА область, СТАРОБІЛЬСЬКИЙ район, село ВЕРХНЯ ПОКРОВКА, вулиця Центральна, 144",184.0,49.2549331,38.7291058
Новомартиновецька амбулаторія загальної практики- сімейної медицини,"ПОЛТАВСЬКА область, ПИРЯТИНСЬКИЙ район, село НОВІ МАРТИНОВИЧІ, вулиця Поліська, 72а",1932.0,50.3749743,32.433147399999996
Амбулаторія загальної практики сімейної медицини,"ЗАПОРІЗЬКА область, МЕЛІТОПОЛЬСЬКИЙ район, село КОСТЯНТИНІВКА, вулиця Соборна, 95/1",8259.0,46.825720700000005,35.4257742
АЗПСМ с.Токи,"ТЕРНОПІЛЬСЬКА область, ПІДВОЛОЧИСЬКИЙ район, село ТОКИ, вулиця Фільварок, 15а",1397.0,49.631124,26.216627399999997
Амбулаторія ЗПСМ №1,"ПОЛТАВСЬКА область, місто ЛУБНИ, вулиця Льва Толстого, 18а",18490.0,50.004156200000004,32.9950404
Амбулаторія с. Копашнево,"ЗАКАРПАТСЬКА область, ХУСТСЬКИЙ район, село КОПАШНОВО, вулиця Центральна, 149",1273.0,48.216774,23.485989
"Покровська АЗПСМ КНП ""Зіньківського ЦПМСД""","ПОЛТАВСЬКА область, ЗІНЬКІВСЬКИЙ район, село ПОКРОВСЬКЕ, вулиця Миру, 25",752.0,50.0491991,34.3711046
Амбулаторія №3,"СУМСЬКА область, місто ШОСТКА, вулиця Озерна, 12",8335.0,51.8754602,33.5236395
ВІДОКРЕМЛЕНИЙ ПІДРОЗДІЛ ЛІКАРСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ С. ОРЯВА КОМУНАЛЬНОГО НЕКОМЕРЦІЙНОГО ПІДПРИЄМСТВА СКОЛІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ СКОЛІВСЬКОЇ РАЙОННО,"ЛЬВІВСЬКА область, СКОЛІВСЬКИЙ район, село ОРЯВА, вулиця Довженка, 13",1629.0,48.9229518,23.2958506
Амбулаторія №5 КНП БМР «Броварський міський центр первинної медико-санітарної допомоги»,"КИЇВСЬКА область, місто БРОВАРИ,  Шевченка вул., 14",11243.0,50.5114173,30.7657228
кабінет 1,"ІВАНО-ФРАНКІВСЬКА область, ДОЛИНСЬКИЙ район, місто ДОЛИНА, вулиця Чорновола, 6",282.0,48.971425,23.964138100000003
Поліклініка № 1 КНП «Херсонська міська клінічна лікарні імені О.С.Лучанського»,"ХЕРСОНСЬКА область, місто ХЕРСОН, вулиця Кримська, 138",43986.0,46.663273,32.649546
Амбулаторія загальної практики-сімейної медицини № 1,"КИЇВСЬКА область, місто БОРИСПІЛЬ, вулиця Гоголя, 2",19533.0,50.3483905,30.946950899999997
Лікарська амбулаторія загальної практики сімейної медицини с.Ясениця-Сільна,"ЛЬВІВСЬКА область, ДРОГОБИЦЬКИЙ район, село ЯСЕНИЦЯ-СІЛЬНА, вулиця Миру, 29",306.0,49.33436079999999,23.357739300000002
Амбулаторія загальної практики-сімейної медицини с. Мукша Китайгородська,"ХМЕЛЬНИЦЬКА область, село МУКША КИТАЙГОРОДСЬКА, вулиця Матросова, 30",7879.0,48.672206700000004,26.6059207
"КП ""ЦПМСД №1 ПМР"" Амбулаторія ЗПСМ №2","ПОЛТАВСЬКА область, місто ПОЛТАВА, вулиця Агітаційна, 13",2879.0,49.6167118,34.480315600000004
Н.Маячківська АЗПСМ,"ХЕРСОНСЬКА область, ОЛЕШКІВСЬКИЙ район, смт. НОВА МАЯЧКА, вулиця Пірогова, 63",6271.0,46.5990422,33.2361826
Сімейна клініка МЕДЕКСПЕРТ,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Героїв Сталінграду, 12 Г",2434.0,48.445321899999996,35.025121
Амбулаторія №2 КНП ЦПМСД №1 Дарницького району м. Києва,"М.КИЇВ, місто КИЇВ, вулиця Сімферопольська, 3/2",4735.0,50.428574600000005,30.6460549
Амбулаторія загальної практики-сімейної медицини с. Городнє,"ОДЕСЬКА область, БОЛГРАДСЬКИЙ район, село ГОРОДНЄ, вулиця Мира, 100",2010.0,45.888123799999995,28.846830600000004
"Красівська амбулаторія ЗПСМ (КНП ""Криворізький районний ЦПМСД"" Криворізької районної ради Дніпропетровської області)","ДНІПРОПЕТРОВСЬКА область, КРИВОРІЗЬКИЙ район, село КРАСІВСЬКЕ, вулиця Підстепна, 3",2039.0,47.8953642,33.5898518
"Філія амбулаторії загальної практики - сімейної медицини №5 Чечелівського району, КЗ ""ДЦПМСД №7""","ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Краснопільська, 6 б",4135.0,48.411121,34.997928
Амбулаторія загальної практики-сімейної медицини с.Носівці,"ВІННИЦЬКА область, ГАЙСИНСЬКИЙ район, село НОСІВЦІ, вулиця Шкільна, 2",1832.0,48.874801500000004,29.2513791
ФОП Новосьолов Володимир Володимирович,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, вулиця Надії Алексеєнко, 104",911.0,48.4494666,35.005833100000004
"Обухівська АЗПСМ (КЗ """"ЦПМСД"" Дніпровської районної ради Дніпропетровської області"""")","ДНІПРОПЕТРОВСЬКА область, ДНІПРОВСЬКИЙ район, смт. ОБУХІВКА, вулиця Центральна, 28",8281.0,48.5484963,34.852107600000004
Теслугівська амбулаторія загальної практики-сімейної медицини,"РІВНЕНСЬКА область, РАДИВИЛІВСЬКИЙ район, село ТЕСЛУГІВ, вулиця Шевченка, 58",1843.0,50.3053991,25.313887
"Медичний центр ""Сім'я+""","ЧЕРНІГІВСЬКА область, місто ЧЕРНІГІВ, проспект Перемоги, 147",374.0,51.5034703,31.312182699999997
амбулаторія с. Сокирниця,"ЗАКАРПАТСЬКА область, ХУСТСЬКИЙ район, село СОКИРНИЦЯ, вулиця Центральна, 106",4134.0,48.2005416,23.451704
Сморжівська амбулаторія,"ЛЬВІВСЬКА область, РАДЕХІВСЬКИЙ район, село СМОРЖІВ, вулиця Головна, 5",1889.0,50.2970433,25.016500699999998
Василівська  АЗП-СМ,"ПОЛТАВСЬКА область, ПОЛТАВСЬКИЙ район, село ВАСИЛІВКА, вулиця Остапа Вишні, 27",477.0,49.640316999999996,34.9019847
КНП 'ЦПМСД № 3 м. Маріуполя' Амбулаторія № 6,"ДОНЕЦЬКА область, місто МАРІУПОЛЬ, проспект Миру, 80",11436.0,47.097075,37.536344
Новосільська амбулаторія загальної практики  сімейної медицини,"ЛЬВІВСЬКА область, ГОРОДОЦЬКИЙ район, село НОВЕ СЕЛО, вулиця Дрогобицька, 2",1850.0,49.5796815,23.6668203
Амбулаторія загальної практики - сімейної медицини смт. Комишуваха,"ЛУГАНСЬКА область, ПОПАСНЯНСЬКИЙ район, смт. КОМИШУВАХА, вулиця Первомайська, 4а",1651.0,48.6958969,38.387409000000005
"Амбулаторія ЗПСМ № 3 м. Марганець (КНП ""Марганецький ЦПМСД"")","ДНІПРОПЕТРОВСЬКА область, місто МАРГАНЕЦЬ, вулиця Паркова, 15",4663.0,47.6430957,34.660379299999995
Амбулаторія загальної практики - сімейної медицини смт. Новотошківське,"ЛУГАНСЬКА область, ПОПАСНЯНСЬКИЙ район, смт. НОВОТОШКІВСЬКЕ, вулиця Соборна, 12",757.0,48.727013899999996,38.63305870000001
Суховільська СЛА ЗПСМ,"ЛЬВІВСЬКА область, БРОДІВСЬКИЙ район, село СУХОВОЛЯ, вулиця Колгоспна, 4",1889.0,50.009631799999994,25.2454942
Чемеровецька міська амбулаторія загальної практики-сімейної медицини,"ХМЕЛЬНИЦЬКА область, ЧЕМЕРОВЕЦЬКИЙ район, смт. ЧЕМЕРІВЦІ, вулиця Центральна, 61г",8869.0,49.008581299999996,26.341547600000002
Амбулаторія сімейної медицини №2,"ЛЬВІВСЬКА область, місто ЛЬВІВ, вулиця Рапопорта, 6",5276.0,49.844542600000004,24.018072600000004
Киселівська амбулаторія ЗПСМ,"ХЕРСОНСЬКА область, БІЛОЗЕРСЬКИЙ район, село КИСЕЛІВКА, вулиця Поштова, 2а",2081.0,46.7551837,32.4096737
Амбулаторія загальної практики сімейної медицини № 4,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Авраменка, 4",9908.0,47.85157120000001,35.23533629999999
Амбулаторія загальної практики-сімейної медицини с.Старі Бабани,"ЧЕРКАСЬКА область, УМАНСЬКИЙ район, село СТАРІ БАБАНИ, вулиця Квітнева, 1-а",1722.0,48.848139200000006,30.352905
Пекарівська амбулаторія загальної практики-сімейної медицини,"СУМСЬКА область, КОНОТОПСЬКИЙ район, село ПЕКАРІ, вулиця Кооперативна, 2",1938.0,51.0060822,33.4329992
"КНП ""Другий Черкаський міський центр ПМСД""","ЧЕРКАСЬКА область, місто ЧЕРКАСИ, вулиця В'ячеслава Чорновола, 1",43892.0,49.4130804,32.0625931
"СЛА ЗПСМ с. Запорізьке (КНП ""Апостолівський ЦПМСД"")","ДНІПРОПЕТРОВСЬКА область, АПОСТОЛІВСЬКИЙ район, село ЗАПОРІЗЬКЕ, вулиця Плющенка, 5А",1450.0,47.650341100000006,33.809434100000004
