legal_entity_name,division_id,division_name,division_area,division_region,division_settlement,division_residence_addresses,nszu_geocoding_google_api_lng,nszu_geocoding_google_api_lat,total_sum
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКАРЬ""",351d05e8-c97c-4d69-b37f-4bd9d0acdeb4,Аптека №6,М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Шолом Алейхема, 4",30.6254701,50.4701951,397021.33
"Товариство з обмеженою відповідальністю ""Ваша аптека""",3520db81-3a1e-4e3e-a626-30b6baa81368,Аптека №48,РІВНЕНСЬКА,,РІВНЕ,"РІВНЕНСЬКА область, місто РІВНЕ, вулиця Макарова, 23",26.2002148,50.6259003,4687773.800000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАВІН""",3524dd55-a010-46c8-bf3a-a5a82fd77e0f,Аптека №108,ВІННИЦЬКА,,ВІННИЦЯ,"ВІННИЦЬКА область, місто ВІННИЦЯ, вулиця Келецька, 105",28.403609000000003,49.226632,
"Товариство з обмеженою відповідальністю зовнішньоторгівельна фірма ""Арніка""",352b6d11-01d2-4926-808e-f3a30e7db630,Аптечний пункт №14,ДОНЕЦЬКА,,СЕЛИДОВЕ,"ДОНЕЦЬКА область, місто СЕЛИДОВЕ, вулиця Московська, 43",37.297136,48.1475145,3361148.97
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА № 31""",3533b110-0de2-43a4-8ea6-67095fd4b868,"ТОВ ""Аптека 31""",ДОНЕЦЬКА,ВЕЛИКОНОВОСІЛКІВСЬКИЙ,СТАРОМЛИНІВКА,"ДОНЕЦЬКА область, ВЕЛИКОНОВОСІЛКІВСЬКИЙ район, село СТАРОМЛИНІВКА, вулиця Центральна, 102",36.8221525,47.6963534,12104.369999999999
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА МІНЕРАЛЬНІ ВОДИ""",354e978a-11fc-4e69-892f-638dcfc72027,Аптека №4 ,М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця МАЯКОВСКОГО, 73",30.57907,50.5107,
"Товариство з обмеженою відповідальністю ""Аптека №1 Трансфарм""",357246e4-a493-4d2b-9b26-444ad26bbb13,"Аптека №20 ""1 соціальна аптека"" м.Київ, б-р Дружби Народів, 25-А",М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, бульвар Дружби Народів, 25-А",30.544220000000003,50.41815,14489.28
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТАС-ФАРМА""",357ab981-4523-480c-a132-0fa251482d1f,Аптека ТАС №137,КИЇВСЬКА,,ОБУХІВ,"КИЇВСЬКА область, місто ОБУХІВ, вулиця київська, 119",30.656655600000004,50.131283399999994,2517799.25
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМДРАЙВ""",358ee012-4d5a-4477-b6bf-e5254ea2327a,Аптека №4,ОДЕСЬКА,,ОДЕСА,"ОДЕСЬКА область, місто ОДЕСА, вулиця Прохоровська, 10",30.721703700000003,46.4706976,137039.08
"Товариство з обмеженою відповідальністю ""Ваша аптека""",35c4c256-6150-4946-beb7-b4eb10c953d8,Аптека №38,ЛЬВІВСЬКА,,ЛЬВІВ,"ЛЬВІВСЬКА область, місто ЛЬВІВ, вулиця Стрийська, 107",24.0174431,49.7881669,4687773.800000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МРІЯ-ФАРМ""",35ceb4ba-e042-43ad-b635-401135d690a3,"Аптека №13 ""Мрія-Фарм""",ДОНЕЦЬКА,,МАРІУПОЛЬ,"ДОНЕЦЬКА область, місто МАРІУПОЛЬ, проспект Миру, 83",37.5392146,47.097938299999996,4154627.1300000004
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕД-СЕРВІС ХАРКІВ""",35d49dc8-b5ad-49b4-a22e-27ac621c8aae,Аптека №17,ХАРКІВСЬКА,,ХАРКІВ,"ХАРКІВСЬКА область, місто ХАРКІВ, бульвар Грицевця, 1-А",36.436393599999995,49.930406500000004,76387.19
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""САНА-ФАРМ""",35dd7737-a468-47d9-840b-085de22a89d6,Аптека №2,ЗАКАРПАТСЬКА,,УЖГОРОД,"ЗАКАРПАТСЬКА область, місто УЖГОРОД, вулиця Минайська, 32",22.287246399999997,48.604755600000004,226919.78
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВЕРСІ""",35f81dd3-2bf7-41c8-80bf-6817e6bbe628,Аптека №35,ТЕРНОПІЛЬСЬКА,,ТЕРНОПІЛЬ,"ТЕРНОПІЛЬСЬКА область, місто ТЕРНОПІЛЬ, проспект Злуки, 45б",25.636589999999998,49.55721,55645.630000000005
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ОДУЖУЙТЕ ШВИДШЕ""",360396be-fb2a-4499-bdbd-aab812d6c772,Аптека 20,КИЇВСЬКА,ВОЛОДАРСЬКИЙ,ВОЛОДАРКА,"КИЇВСЬКА область, ВОЛОДАРСЬКИЙ район, смт. ВОЛОДАРКА, вулиця Армійська, 3-Б",29.926731,49.523951200000006,
Фізична особа підприємець-  Крайняй Лілія Михайлівна,360b0b95-58aa-4ef1-a69e-beee6c5016fb,Аптека №1,ЗАКАРПАТСЬКА,ІРШАВСЬКИЙ,СІЛЬЦЕ,"ЗАКАРПАТСЬКА область, ІРШАВСЬКИЙ район, село СІЛЬЦЕ, вулиця 60-річчя Жовтня, 72",22.996845899999997,48.2923925,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНА КОМПАНІЯ ""ІРІС""",360d975f-d4f6-4ed0-812e-61a543751638,Аптека №70,ДНІПРОПЕТРОВСЬКА,,КАМ'ЯНСЬКЕ,"ДНІПРОПЕТРОВСЬКА область, місто КАМ'ЯНСЬКЕ, проспект Василя Стуса, 24а",34.5741912,48.51589620000001,513344.22
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ПОЛТАВА""",361f0ab1-0380-4757-b06e-fad927a517ee,Аптека №14 ПОДОРОЖНИК мережа аптек,ПОЛТАВСЬКА,,ПОЛТАВА,"ПОЛТАВСЬКА область, місто ПОЛТАВА, вулиця Пушкіна, 59",34.547854,49.586264,66206.84
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМДРАЙВ""",361f96b0-246c-4d9c-87ef-801498665f6b,Аптека №37,ОДЕСЬКА,САРАТСЬКИЙ,САРАТА,"ОДЕСЬКА область, САРАТСЬКИЙ район, смт. САРАТА, вулиця Игнаца Линдла, 57-б",29.6734385,46.01993579999999,137039.08
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДТЕХНІКА""",362a61ef-67d7-490d-bb05-070f30ad0514,АПТЕКА №1,СУМСЬКА,,РОМНИ,"СУМСЬКА область, місто РОМНИ, вулиця Горького, 99",33.4809526,50.741508700000004,60162.5
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА № 338""",363a721d-4569-495f-b50f-6c91c81f2b90,"Аптека №30 Київська обл., м.Київ, вул.Васильківська, 38, прим.№ 120 (в літ.А)",М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Васильківська, 38",30.482809999999997,50.39118,86128.94
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНА КОМПАНІЯ ""ІРІС""",3643047a-01ce-4579-8860-00940f0b3076,Аптека №78,ДНІПРОПЕТРОВСЬКА,,ПОКРОВ,"ДНІПРОПЕТРОВСЬКА область, місто ПОКРОВ, вулиця Київська, 15",34.0609818,47.6637688,513344.22
"Товариство з обмеженою відповідальністю "" Менго""",364431fa-a545-4363-9221-5b32d8d89754,Аптека № 35,КІРОВОГРАДСЬКА,,ОЛЕКСАНДРІЙСЬКЕ,"КІРОВОГРАДСЬКА область, смт. ОЛЕКСАНДРІЙСЬКЕ, вулиця Павла Кравченка, 23",32.9888687,48.5997916,918258.26
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ФІРМА ""МЕДФАРМ""",364cd8cd-6b33-4c6c-ac15-a2d7504e1203,Аптека №10,ЛЬВІВСЬКА,ЖОВКІВСЬКИЙ,РАВА-РУСЬКА,"ЛЬВІВСЬКА область, ЖОВКІВСЬКИЙ район, місто РАВА-РУСЬКА, вулиця Грушевського, 36",23.638289999999998,50.22803,2784452.29
"Приватне підприємство ""Світ здоров'я - ЗЖС""",36666545-59e7-4be2-a636-e4f4889815bc,Аптека №5,ЧЕРНІГІВСЬКА,,ЧЕРНІГІВ,"ЧЕРНІГІВСЬКА область, місто ЧЕРНІГІВ, вулиця Доценка, 17",31.325489500000003,51.518718299999996,52398.62
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАЦЕВТИЧНА ФІРМА ""ЦЕНТР-БУКОВИНА""",36722c72-6e36-4706-919a-08b44f77b2c3,Аптечний пункт №7,ЧЕРНІВЕЦЬКА,ГЛИБОЦЬКИЙ,ГЛИБОКА,"ЧЕРНІВЕЦЬКА область, ГЛИБОЦЬКИЙ район, смт. ГЛИБОКА, вулиця Шевченка, 14",25.933332999999998,48.083333,406029.72
Фізична особа - підприємець Крижанівський Андрій Михайлович,367b0aeb-e831-46b0-ab5d-c912f0e31b27,"Аптечний пункт №1 (Аптеки №1 Львівська обл., м.Новий Розділ, вул.Винниченка, 11)",ЛЬВІВСЬКА,,НОВИЙ РОЗДІЛ,"ЛЬВІВСЬКА область, місто НОВИЙ РОЗДІЛ, вулиця Винниченка, 37",24.1409851,49.467855,185.46
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК РІВНЕ""",368e4e7c-188a-41dd-b48c-76bc91a75a0d,Аптека №27 ПОДОРОЖНИК мережа аптек,РІВНЕНСЬКА,,РІВНЕ,"РІВНЕНСЬКА область, місто РІВНЕ, вулиця Вербова, 18г",26.2071214,50.631144,1230263.65
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНТЕЛЕКС""",369ebfc8-389a-4b4f-8157-d804b6c643f0,аптечний пункт №1,КИЇВСЬКА,КИЄВО-СВЯТОШИНСЬКИЙ,БОЯРКА,"КИЇВСЬКА область, КИЄВО-СВЯТОШИНСЬКИЙ район, місто БОЯРКА, вулиця Соборності, 51",30.280359000000004,50.331047600000005,1578124.22
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТАС-ФАРМА""",36a22ae0-8869-4597-bb1f-d31fd3c0d5a3,Аптека ТАС №111,КИЇВСЬКА,,ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКИЙ,"КИЇВСЬКА область, місто ПЕРЕЯСЛАВ-ХМЕЛЬНИЦЬКИЙ, вулиця шкільна, 42",31.4445672,50.070369,2517799.25
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДНІПРОДЗЕРЖИНСЬКА ФАРМАЦЕВТИЧНА КОМПАНІЯ""",36aabe7c-4e62-472a-8a69-8b8a48d926e4,Аптека №66,ЗАПОРІЗЬКА,,ЗАПОРІЖЖЯ,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Істоміна, 4",35.010259999999995,47.86404,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ХМЕЛЬНИЦЬКА МІСЬКА ПЕРША АПТЕКА""",36ae4af8-c75c-4cdd-896b-b9e3519fe8eb,Аптечний пункт №1,ХМЕЛЬНИЦЬКА,,ХМЕЛЬНИЦЬКИЙ,"ХМЕЛЬНИЦЬКА область, місто ХМЕЛЬНИЦЬКИЙ, вулиця Подільська, 54",26.985146500000003,49.4258042,1944536.2399999998
"ПРИВАТНЕ ПІДПРИЄМСТВО ""АПТЕКА 2011""",36b370fb-9075-46b1-9c97-b65ae914b898,Аптека №43,ХАРКІВСЬКА,,ПАНЮТИНЕ,"ХАРКІВСЬКА область, смт. ПАНЮТИНЕ, вулиця Заводська, 9А",36.278031899999995,48.9392073,1129505.3900000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РЕГІОНАЛЬНА АПТЕЧНА МЕРЕЖА РУАН""",36c96415-7f90-4351-b8e0-04c9ac65fd5a,Аптека №67,ДНІПРОПЕТРОВСЬКА,,ПАВЛОГРАД,"ДНІПРОПЕТРОВСЬКА область, місто ПАВЛОГРАД, вулиця Західнодонбаська, 28/2",35.93010820000001,48.4977831,2252249.89
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДНІПРОДЗЕРЖИНСЬКА ФАРМАЦЕВТИЧНА КОМПАНІЯ""",36dc8ddc-08e0-4392-94de-b5ba8ac1ed05,Аптека №49,ЗАПОРІЗЬКА,,МЕЛІТОПОЛЬ,"ЗАПОРІЗЬКА область, місто МЕЛІТОПОЛЬ, вулиця Героїв України, 51",35.36188,46.84197,
Фізична особа-підприємець Полюхович Валентина Михайлівна,36e615ec-2883-452e-8ddc-1c4248ada215,"Аптека ""Норма"" №1",РІВНЕНСЬКА,ЗАРІЧНЕНСЬКИЙ,ЗАРІЧНЕ,"РІВНЕНСЬКА область, ЗАРІЧНЕНСЬКИЙ район, смт. ЗАРІЧНЕ, вулиця 1 Грудня, 24",26.1255724,51.818189399999994,55789.09
"Товариство з обмеженою відповідальністю ""Джерела здоров'я від а до я""",36eb36ee-bd4a-4e62-82dc-0a1c43faad64,Аптека №2,ХМЕЛЬНИЦЬКА,,ХМЕЛЬНИЦЬКИЙ,"ХМЕЛЬНИЦЬКА область, місто ХМЕЛЬНИЦЬКИЙ, вулиця Шевченка, 34",26.9968173,49.422268599999995,44562.58000000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ МЕДИЧНА КОМПАНІЯ ""ІРІС""",36ec87d7-6cb3-44c3-95b8-a8e8d38ae4f2,Аптека  №43,ДНІПРОПЕТРОВСЬКА,,КРИВИЙ РІГ,"ДНІПРОПЕТРОВСЬКА область, місто КРИВИЙ РІГ, вулиця Володимира Терещенко, 1",33.564237,48.144613,513344.22
"ПОЛТАВСЬКЕ ОБЛАСНЕ КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ПОЛТАВАФАРМ""",36f5e3c3-81b7-44ee-9d7c-36fd2ce522ef,ЦРА №76,ПОЛТАВСЬКА,ЧУТІВСЬКИЙ,ЧУТОВЕ,"ПОЛТАВСЬКА область, ЧУТІВСЬКИЙ район, смт. ЧУТОВЕ, вулиця Центральна, 24а",35.145435,49.703233600000004,2967415.1500000004
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВІТАМІН-1""",37080e54-f157-42c9-9bb9-b998c3cc2201,"Аптека №4 ""Вітамін""",КИЇВСЬКА,,ОБУХІВ,"КИЇВСЬКА область, місто ОБУХІВ, вулиця Миру, 10/1",30.6542891,50.1337017,534085.78
Фізична особа-підприємець Ількович Федір Львович,370ebd5e-f59f-4f89-a78b-bc505c04fbbe,Аптека Астро №2,ІВАНО-ФРАНКІВСЬКА,РОЖНЯТІВСЬКИЙ,РОЖНЯТІВ,"ІВАНО-ФРАНКІВСЬКА область, РОЖНЯТІВСЬКИЙ район, смт. РОЖНЯТІВ, селище Вітовського, 2а",24.1505268,48.937301399999996,71543.90000000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНТЕЛЕКС""",371588b7-cf3f-4f4d-8093-6c226a0ac91e,аптечний пункт №3,М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця В'ячеслава Чорновола, 28/1",30.483,50.451370000000004,1578124.22
"Товариство з обмеженою відповідальністю "" Менго""",37163ff6-9034-4457-865f-ae95bebc94ed,Аптека № 3,ДНІПРОПЕТРОВСЬКА,,ДНІПРО,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, провулок Вільний, 2Г",35.017363200000005,48.530257500000005,918258.26
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КСЕНІЯ-ФАРМ""",371a5a99-515b-4bec-9b8e-35f48548def4,Аптека №5,ОДЕСЬКА,,ОДЕСА,"ОДЕСЬКА область, місто ОДЕСА, вулиця ГероЇв Крут, 54",30.7044445,46.4378705,46475.509999999995
"Товариство з обмеженою відповідальністю ""Ваша аптека""",371d4158-c9f9-4be1-a6e7-60a0dfee7b55,Аптека №73,ТЕРНОПІЛЬСЬКА,,ТЕРНОПІЛЬ,"ТЕРНОПІЛЬСЬКА область, місто ТЕРНОПІЛЬ, вулиця Живова, 9",25.599774,49.5436675,4687773.800000001
"Товариство з обмеженою відповідальністю ""Велес Фарм""",372a45d0-be50-43f2-93c4-e899737bd80a,Аптека №7,КИЇВСЬКА,,БЕРЕЗАНЬ,"КИЇВСЬКА область, місто БЕРЕЗАНЬ, вулиця Кірова, 188",31.496020899999998,50.3256234,242.63
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГАМА-ФАРМ""",372c7008-d31d-441a-878d-37674c903df4,Аптека №5,ХМЕЛЬНИЦЬКА,,СЛАВУТА,"ХМЕЛЬНИЦЬКА область, місто СЛАВУТА, вулиця Козацька, 3",26.85874,50.29656,320297.27
"МАЛЕ КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ФАРМАКО""",3734b35e-4aa9-41e2-b637-1edaec7f470e,Аптека №22,ЛЬВІВСЬКА,СКОЛІВСЬКИЙ,ВЕРХНЄ СИНЬОВИДНЕ,"ЛЬВІВСЬКА область, СКОЛІВСЬКИЙ район, смт. ВЕРХНЄ СИНЬОВИДНЕ, вулиця Січових Стрільців , 40б",23.57489,49.10054,2372616.0100000002
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДТЕХНІК-СЕРВІС""",373c020a-f7c4-416b-9753-f147b0c67596,аптечний пункт №1 аптеки №1,ХМЕЛЬНИЦЬКА,,СТАРОКОСТЯНТИНІВ,"ХМЕЛЬНИЦЬКА область, місто СТАРОКОСТЯНТИНІВ, вулиця Івана Кожедуба, 8/1",27.17023,49.758720000000004,54641.92999999999
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ЖИТОМИР""",373fbbce-cdbc-4f0f-8ba2-69d434ac4987,Аптека №13 ПОДОРОЖНИК мережа аптек,ЖИТОМИРСЬКА,,БЕРДИЧІВ,"ЖИТОМИРСЬКА область, місто БЕРДИЧІВ, вулиця Одеська, 40/1-6",28.5883345,49.877784000000005,672514.7
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТАС-ФАРМА""",374c50fa-27c8-4b22-90ee-4ebeb21d73e4,Аптека ТАС №129,ЧЕРНІГІВСЬКА,,НІЖИН,"ЧЕРНІГІВСЬКА область, місто НІЖИН, вулиця Тараса Шевченка, 107а",31.8819859,51.0244779,2517799.25
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""3І""",37505d2b-881d-4e4b-b382-428f7004831b,Аптечний пункт №19,ЛЬВІВСЬКА,,СТРИЙ,"ЛЬВІВСЬКА область, місто СТРИЙ, вулиця Симона Петлюри, 72",23.842370000000003,49.26498,816438.03
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК РІВНЕ""",3752fded-3838-46db-b1fc-18408c6c12af,Аптека №5 ПОДОРОЖНИК мережа аптек,РІВНЕНСЬКА,КОСТОПІЛЬСЬКИЙ,КОСТОПІЛЬ,"РІВНЕНСЬКА область, КОСТОПІЛЬСЬКИЙ район, місто КОСТОПІЛЬ, вулиця Грушевського, 25",26.455395799999998,50.8787223,1230263.65
"МАЛЕ КОЛЕКТИВНЕ ПІДПРИЄМСТВО ""ФАРМАКО""",3753ab9f-90cf-49e1-acf6-3fa2d24ce91e,Аптека №18,ЛЬВІВСЬКА,,ДРОГОБИЧ,"ЛЬВІВСЬКА область, місто ДРОГОБИЧ, вулиця Михайла Грушевського, 105",23.53944,49.35479,2372616.0100000002
"Комунальне підприємство ""Чаплинська центральна районна аптека №26""",375b2d61-cfb1-41a5-a354-720a2ae8b2b1,ЦРА №26,ХЕРСОНСЬКА,ЧАПЛИНСЬКИЙ,ЧАПЛИНКА,"ХЕРСОНСЬКА область, ЧАПЛИНСЬКИЙ район, смт. ЧАПЛИНКА, вулиця Грушевського, 61",33.5390953,46.3706568,380829.56000000006
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ВОЛИНЬ""",376e83c9-df49-459e-bca9-dfba127d043d,Аптека №17 ПОДОРОЖНИК мережа аптек,ВОЛИНСЬКА,,НОВОВОЛИНСЬК,"ВОЛИНСЬКА область, місто НОВОВОЛИНСЬК, бульвар Шевченка, 40",24.15669,50.73165,588989.17
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РЕЦЕПТИ ЗДОРОВ'Я""",3774d0fa-79e5-43e6-98c8-df99a120fdb1,"Аптечний пункт №1 (Аптеки №2 м.Суми, вул.Бикова Леоніда (вул.Жукова), 1)",СУМСЬКА,,СУМИ,"СУМСЬКА область, місто СУМИ, вулиця 20-ти річчя Перемоги, 13",34.777803799999994,50.895575799999996,38717.63
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА ДОБРОГО ДНЯ""",377970c1-2a9a-4548-968c-1af493f3dff2,"Аптека №40 м.Чернігів, вул.Рокоссовського, 10",ЧЕРНІГІВСЬКА,,ЧЕРНІГІВ,"ЧЕРНІГІВСЬКА область, місто ЧЕРНІГІВ, вулиця Рокосовського, 10",31.3308249,51.509125,471221.80000000005
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""АПТЕКА""",377ae4f1-8142-4a55-991a-82bf54bc67b3,Аптека №1,РІВНЕНСЬКА,РАДИВИЛІВСЬКИЙ,РАДИВИЛІВ,"РІВНЕНСЬКА область, РАДИВИЛІВСЬКИЙ район, місто РАДИВИЛІВ, вулиця Садова, 4",25.251624600000003,50.1243821,140133.58000000002
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ХМЕЛЬНИЦЬКА МІСЬКА ПЕРША АПТЕКА""",37986f03-cecd-4cd0-ab20-e88abd399b09,Аптека №10,ХМЕЛЬНИЦЬКА,,ХМЕЛЬНИЦЬКИЙ,"ХМЕЛЬНИЦЬКА область, місто ХМЕЛЬНИЦЬКИЙ, вулиця Панаса Мирного, 18Б",27.009420000000002,49.44876,1944536.2399999998
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ "" МІШЕЛЬ """,379f5a9d-c250-4609-b056-66269bc63a74,Аптека №5,ТЕРНОПІЛЬСЬКА,ЗАЛІЩИЦЬКИЙ,ТОВСТЕ,"ТЕРНОПІЛЬСЬКА область, ЗАЛІЩИЦЬКИЙ район, смт. ТОВСТЕ, вулиця Українська, 95-А",25.726160999999998,48.845760799999994,280003.41000000003
"Товариство з обмеженою відповідальністю "" Менго""",37a6b8ff-7a6c-4242-9584-388b81530f7f,Аптека № 85,ЗАПОРІЗЬКА,ОРІХІВСЬКИЙ,ОРІХІВ,"ЗАПОРІЗЬКА область, ОРІХІВСЬКИЙ район, місто ОРІХІВ, вулиця Гоголя, 3",35.7855105,47.5749015,918258.26
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ГОРОДИЩЕНСЬКА ЦЕНТРАЛЬНА РАЙОННА АПТЕКА №86""",37aaf293-4ddf-45e2-9333-de3cec3a644e,Аптека № 89,ЧЕРКАСЬКА,ГОРОДИЩЕНСЬКИЙ,ОРЛОВЕЦЬ,"ЧЕРКАСЬКА область, ГОРОДИЩЕНСЬКИЙ район, село ОРЛОВЕЦЬ, вулиця Мурейка, 1",31.581938800000003,49.2282457,275978.55
МАКОВІЙ ВАЛЕНТИНА ЛЕОНТІЇВНА,37acb6e7-6913-4ec9-b5ac-3ec6c93229b8,Аптека №1,ВІННИЦЬКА,ЯМПІЛЬСЬКИЙ,ДЗИГІВКА,"ВІННИЦЬКА область, ЯМПІЛЬСЬКИЙ район, село ДЗИГІВКА, вулиця Горького, 20",28.3161738,48.3632729,3336.14
"Товариство з обмеженою відповідальністю ""Ваша аптека""",37b7e880-843b-4d3e-b3e3-a33d2ec81125,"Аптечний пункт №2 (Аптеки №45 м.Хмельницький, вул.Залізняка, 83/, прим.1)",ХМЕЛЬНИЦЬКА,,ХМЕЛЬНИЦЬКИЙ,"ХМЕЛЬНИЦЬКА область, місто ХМЕЛЬНИЦЬКИЙ, вулиця Львівське шосе, 1",26.955095,49.4143354,4687773.800000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕЧНЕ ОБ'ЄДНАННЯ ""БІОКОН""",37c5d47e-7191-49fd-a410-e8c171b236f0,"Аптечний пункт №18 (Аптеки №28 м.Київ, вул.Ярославів Вал/вул.Олеся Гончара, 28/31, прим.№45 (в літ.А)) Київ, вулиця Богдана Хмельницького, буд. 37",М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Богдана Хмельницького, 37",30.5053441,50.44704829999999,652020.3400000001
"Товариство з обмеженою відповідальністю ""Ліки Полтавщини""",37c80835-e7ac-420a-a048-347329e5a0b6,"Аптечний пункт №12 (Аптеки №270 м.Полтава, вул.Грушевського Михайла, 19)",ПОЛТАВСЬКА,,ПОЛТАВА,"ПОЛТАВСЬКА область, місто ПОЛТАВА, вулиця Маршала Бірюзова, 28",34.5194672,49.5997496,2336446.8099999996
"""АСТАРТА"" ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ",37cec9c4-9718-4df4-907e-bfe1243308a4,Аптека №17,ХАРКІВСЬКА,,ХАРКІВ,"ХАРКІВСЬКА область, місто ХАРКІВ, бульвар Грицевця, 6",36.4360777,49.9289952,1466084.75
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ФАРМАЦІЯ"" КРИВОРІЗЬКОЇ МІСЬКОЇ РАДИ",37e2ab30-7b4c-49c9-b93d-12f20846d5b8,Аптечний пункт №11 аптеки №11,ДНІПРОПЕТРОВСЬКА,,КРИВИЙ РІГ,"ДНІПРОПЕТРОВСЬКА область, місто КРИВИЙ РІГ, бульвар Європейський, 2 А",33.443550300000005,47.9409544,5001819.24
